"Trial Number","Trial File Number","Trial Indexes","Trial Type","Freq Sin Values","Time Vec","Volume Left Vec","yy","Pitch gy","Yaw gz","Roll gx","y axis Left-Right","z axis Up-Down","x axis Forward-Backward"
"1","0","1877","10.0","388.0","76.42883491516113","0.55","13166.0","1.9755","-1.42075","-1.2525","0.0003125","0.0866796875","-0.005"
"1","0","1878","10.0","390.0","76.44624996185303","0.53","13169.0","1.3495","-4.6565","-1.99725","-0.0003125","0.08201171875","-0.005"
"1","0","1879","10.0","391.0","76.46366500854492","0.5","13172.0","5.171","-1.145","-5.7415","0.00125","0.03787109375","-0.009873046875"
"1","0","1880","10.0","389.0","76.5507402420044","0.49","13187.0","7.476","0.3435","-7.222","0.00125","0.081796875","-0.008837890625"
"1","0","1881","10.0","386.0","76.56815528869629","0.5","13190.0","5.13325","1.83975","-6.6175","0.00125","0.0833984375","-0.005"
"1","0","1882","10.0","385.0","76.67264556884766","0.54","13208.0","6.8335","7.4655","-8.0535","0.00125","0.0853515625","-0.005"
"1","0","1883","10.0","385.0","76.69006061553955","0.55","13211.0","0.43175","4.95425","-4.71625","0.00125","0.0858984375","-0.005"
"1","0","1884","10.0","385.0","76.70747566223145","0.56","13214.0","-4.2425","4.4885","-4.71075","0.00125","0.082734375","-0.008037109375"
"1","0","1885","10.0","386.0","76.71328067779541","0.56","13215.0","-5.681125","8.0155","-1.36575","0.00125","0.0847265625","-0.008154296875"
"1","0","1886","10.0","387.0","76.72489070892334","0.56","13217.0","-6.3585","7.13","-1.465","0.00125","0.081484375","-0.008935546875"
"1","0","1887","10.0","390.0","76.81196594238281","0.55","13232.0","-4.096","-1.7865","-0.004","0.00125","0.0399609375","-0.0088134765625"
"1","0","1888","10.0","396.0","76.8293809890747","0.44","13235.0","7.16275","-5.81675","-0.4425","0.00125","0.03876953125","-0.005"
"1","0","1889","10.0","396.0","76.91645622253418","0.42","13250.0","4.572","-7.71","0.30225","0.00125","0.08015625","-0.008525390625"
"1","0","1890","10.0","396.0","76.93387126922607","0.43","13253.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","1891","10.0","396.0","76.95128631591797","0.43","13256.0","7.53525","-7.8625","-0.259","0.00125","0.0393359375","-0.008408203125"
"1","0","1892","10.0","395.0","76.96870136260986","0.43","13259.0","5.39775","-4.61075","-0.3885","0.0003125","0.0817578125","-0.005"
"1","0","1893","10.0","395.0","76.96870136260986","0.43","13259.0","5.39775","-4.61075","-0.3885","0.0003125","0.0817578125","-0.005"
"1","0","1894","10.0","395.0","76.98611640930176","0.43","13262.0","5.40325","-4.53425","-0.016","0.0003125","0.0833984375","-0.005"
"1","0","1895","10.0","395.0","77.05577659606934","0.43","13274.0","5.58125","-5.35875","-0.32375","0.00125","0.0829296875","-0.008388671875"
"1","0","1896","10.0","395.0","77.07319164276123","0.43","13277.0","5.29525","-5.21375","-0.004","0.0003125","0.082109375","-0.008017578125"
"1","0","1897","10.0","394.0","77.09060668945312","0.43","13280.0","6.067","-5.0","-1.94325","0.00125","0.08","-0.008291015625"
"1","0","1898","10.0","394.0","77.10802173614502","0.44","13283.0","6.92","-5.023","-0.475","0.005","0.0950390625","-0.008115234375"
"1","0","1899","10.0","395.0","77.19509696960449","0.43","13298.0","16.52","-5.12225","5.6245","0.00125","0.0903125","-0.005"
"1","0","1900","10.0","400.0","77.21251201629639","0.43","13301.0","19.259","-5.9465","1.78125","0.00125","0.0395703125","-0.005"
"1","0","1901","10.0","401.0","77.22992706298828","0.43","13304.0","7.8645","-6.35125","1.30075","0.005","0.039296875","-0.005"
"1","0","1902","10.0","401.0","77.31700229644775","0.43","13319.0","4.164","-6.2825","4.9875","0.005","0.038017578125","-0.005"
