Index,trialType,trial Number,Dist,trialTypeInd
1,WiaSL ECL With Sound,7,NULL,5
2,WiaSL ECL With Sound,11,NULL,5
3,WiaSL ECL With Sound,16,NULL,5
4,WiaSL ECL With Sound,20,NULL,5
5,WiaSL ECL With Sound,33,NULL,5
1,WiaSL ECL No Sound,6,NULL,6
2,WiaSL ECL No Sound,14,NULL,6
3,WiaSL ECL No Sound,21,NULL,6
4,WiaSL ECL No Sound,23,NULL,6
5,WiaSL ECL No Sound,24,NULL,6
