0.066,0.95,1.588,-2.85
0.067,0.9715,1.725,-3.0225
0.068,1.2415,0.7025,-3.12
0.069,1.436,-0.5495,-2.321
0.07,0.6585,0.504,-2.2345
0.071,1.3495,1.649,-2.6665
0.072,1.5975,1.2215,-2.5045
0.073,1.0365,1.267,-2.051
0.074,0.4535,1.435,-1.6195
0.075,-0.0755,1.725,-2.472
0.076,0.151,1.6335,-3.1525
0.077,0.5075,1.2215,-2.7745
0.078,0.583,0.672,-2.2455
0.079,1.317,1.2365,-2.1805
0.08,1.0255,1.5265,-1.263
0.081,0.9175,1.878,-1.544
0.082,1.166,1.6945,-2.958
0.083,1.1445,1.145,-3.066
0.084,0.3345,1.0685,-2.58
0.085,0.216,1.267,-2.1805
0.086,0.8635,1.206,-2.5695
0.087,0.8315,1.939,-3.0765
0.088,0.324,2.397,-3.4545
0.089,0,1.0685,-2.6125
0.09,-0.324,0.855,-3.26
0.091,0.0865,1.481,-3.325
0.092,0.572,2.061,-3.444
0.093,0.529,1.2365,-3.012
0.094,0.7665,0.8395,-3.0335
0.095,0.6045,1.1755,-2.742
0.096,0.27,1.5575,-2.861
0.097,0.0865,1.8475,-2.915
0.098,0.27,1.71,-2.3425
0.099,0.216,1.481,-2.742
0.1,0.421,0.977,-2.6015
0.101,0.3025,1.0075,-3.0445
0.102,0.5075,0.901,-3.2495
0.103,0.5075,0.748,-3.5085
0.104,0.367,1.6945,-3.8865
0.105,-0.27,1.3895,-2.7315
0.106,-0.0755,1.71,-1.911
0.107,0.259,1.603,-3.217
0.108,0.0325,1.603,-4.0485
0.109,-0.043,1.252,-3.368
0.11,0.486,0.809,-2.9905
0.111,0.3345,0.6105,-3.314
0.112,0.108,1.481,-3.368
0.113,0.011,2.397,-3.8325
0.114,-0.1945,2.4885,-3.584
0.115,0.1295,2.2595,-3.5195
0.116,-0.1405,2.4275,-4.3075
0.117,-0.2805,1.6945,-3.3465
0.118,-0.3455,1.435,-2.699
0.119,-0.2375,1.2975,-3.9295
0.12,0.054,1.5115,-4.3505
0.121,-0.065,1.481,-3.6055
0.122,-0.572,2.1525,-3.4655
0.123,-0.2265,2.7785,-3.5515
0.124,-0.0325,2.3815,-2.947
0.125,0.205,2.107,-1.954
0.126,0.0215,0.5955,-2.3535
0.127,-0.216,1.038,-3.1525
0.128,-0.7125,1.725,-3.735
0.129,-1.3495,1.3895,-4.178
0.13,-0.6585,1.038,-3.811
0.131,-0.1295,1.588,-3.1305
0.132,-0.119,2.0305,-3.228
0.133,-0.2485,1.6945,-3.0335
0.134,-0.95,1.2365,-3.2385
0.135,-1.004,1.038,-3.2925
0.136,-0.518,0.5345,-2.699
0.137,0.043,0.855,-2.3965
0.138,0.475,0.748,-2.807
0.139,0.2265,1.6185,-2.7745
0.14,0.1725,2.0155,-2.159
0.141,0.097,1.0685,-1.587
0.142,-0.486,0.6565,-2.0405
0.143,-0.842,0.626,-1.6625
0.144,-0.8635,0.672,-2.31
0.145,-0.54,0.7785,-2.2455
0.146,-0.529,0.9465,-1.8245
0.147,-0.734,0.641,-1.382
0.148,-0.8095,0.687,-2.0405
0.149,-0.3995,0.687,-2.861
0.15,-0.594,0.412,-3.0765
0.151,-0.529,0.2595,-2.8175
0.152,-0.3995,0.5345,-2.213
0.153,-0.378,0.1375,-1.1985
0.154,-0.2265,0.397,-1.004
0.155,-0.3565,0.3815,-1.911
0.156,-0.5075,1.2825,-2.6235
0.157,-0.626,1.0535,-2.8715
0.158,-0.3345,0.275,-2.947
0.159,-0.6695,0.0155,-3.8215
0.16,-0.8315,0.0305,-2.839
0.161,-0.421,0.4425,-2.4505
0.162,0.432,0.4275,-2.224
0.163,-0.162,0.29,-2.4075
0.164,-0.8745,0.168,-2.688
0.165,-0.885,0,-2.742
0.166,-0.2375,-0.4275,-1.857
0.167,-0.6475,-0.351,-1.49
0.168,-0.799,-0.061,-0.9715
0.169,-0.464,-0.5495,-0.9175
0.17,-0.3025,-0.5345,-1.9215
0.171,-0.0215,-0.626,-1.857
0.172,-0.0215,-0.672,-2.699
0.173,-0.5505,-0.183,-2.2995
0.174,-0.9175,0.046,-2.5585
0.175,-0.3565,-0.3815,-2.58
0.176,-0.151,-0.0915,-2.807
0.177,-0.3565,-0.3055,-2.796
0.178,-0.95,-1.191,-2.0295
0.179,-0.6155,-0.4885,-2.904
0.18,-0.2915,0.0305,-2.688
0.181,-0.54,-0.122,-1.7275
0.182,-0.6695,0.168,-1.5975
0.183,-0.216,0.0305,-2.3965
0.184,-0.4535,-0.3205,-2.6555
0.185,-0.6475,0.046,-1.7275
0.186,-0.8095,-0.0915,-1.371
0.187,-0.594,-1.099,-2.1915
0.188,-0.68,-0.336,-2.861
0.189,-0.799,-0.1985,-3.1525
0.19,-0.7125,0.122,-3.0225
0.191,-0.7125,-0.0765,-3.0225
0.192,-0.961,-0.0915,-3.1845
0.193,-0.3565,-0.7785,-2.5155
0.194,-1.1445,-1.2825,-1.8135
0.195,-0.6045,-1.5575,-1.7705
0.196,0.259,-0.8245,-2.7635
0.197,-0.7125,-0.2135,-3.433
0.198,-1.047,-0.397,-3.422
0.199,-1.317,-0.977,-2.526
0.2,-0.842,-0.8855,-1.9865
0.201,-0.745,-0.4275,-3.163
0.202,-0.205,-0.0155,-4.178
0.203,-0.043,-0.351,-3.26
0.204,-0.6045,-0.3205,-2.807
0.205,-0.691,-0.58,-3.757
0.206,-0.7775,-0.9465,-3.6275
0.207,-1.4035,-0.977,-2.5695
0.208,-1.6515,-0.9315,-2.278
0.209,-1.166,-0.8395,-3.3035
0.21,-1.155,-1.038,-3.3575
0.211,-1.2415,-0.5955,-3.1845
0.212,-0.993,-0.5495,-3.1955
0.213,-0.4535,-0.916,-2.9365
0.214,-0.572,-1.038,-2.5155
0.215,-0.799,-0.855,-3.1525
0.216,-0.583,-0.901,-3.5625
0.217,-0.3345,-1.1145,-3.0765
0.218,-0.432,-0.87,-2.8715
0.219,-0.68,-1.0535,-2.1915
0.22,-1.5005,-1.13,-2.7095
0.221,-1.4575,-0.9315,-3.055
0.222,-1.101,-0.7175,-2.8285
0.223,-0.68,-0.733,-2.494
0.224,-0.324,-1.099,-2.634
0.225,-0.5505,-1.0075,-2.904
0.226,-0.691,-1.603,-2.591
0.227,-0.216,-1.252,-2.6555
0.228,-0.3025,-0.458,-3.735
0.229,-0.1295,-0.519,-3.843
0.23,-0.475,-0.916,-3.325
0.231,-0.9825,-1.542,-3.0765
0.232,-1.3065,-1.649,-2.796
0.233,-1.1335,-0.8395,-2.472
0.234,-0.4965,-0.2595,-2.85
0.235,-0.41,-0.2595,-3.0445
0.236,-0.9175,-0.4425,-2.861
0.237,-0.486,-0.2445,-3.5085
0.238,-0.464,-0.29,-3.789
0.239,-0.2485,0.1525,-3.962
0.24,-0.2265,-0.3205,-3.789
0.241,-0.7125,-0.7635,-3.1525
0.242,-0.9175,-1.191,-2.17
0.243,-0.691,-0.8245,-1.792
0.244,-0.421,-0.4425,-1.911
0.245,0.0325,-0.901,-2.6235
0.246,-0.259,-0.855,-3.476
0.247,-0.432,-1.038,-3.9725
0.248,-0.2915,-0.962,-2.688
0.249,-0.151,-1.145,-2.483
0.25,-0.2265,-0.8245,-2.494
0.251,-0.205,-0.2445,-2.904
0.252,-0.0215,-0.351,-3.6275
0.253,0.3995,-0.641,-3.746
0.254,0.2265,-0.168,-2.904
0.255,0.2805,0.458,-3.4545
0.256,0.3455,0.107,-3.217
0.257,0.119,-0.916,-2.472
0.258,0.4535,-0.916,-2.958
0.259,-0.0325,-0.4885,-3.163
0.26,0,0.1375,-3.325
0.261,0.205,0.336,-2.537
0.262,-0.0215,0.1985,-2.5475
0.263,0.0215,-0.183,-2.7635
0.264,0.1405,-0.855,-2.321
0.265,0.885,-0.412,-2.4615
0.266,0.7015,-0.061,-3.2065
0.267,0.1835,-0.122,-3.12
0.268,-0.486,0.412,-2.6015
0.269,-0.3455,0.29,-2.3535
0.27,0.4965,0.87,-2.8715
0.271,0.4425,0.4275,-2.7315
0.272,0.4425,0.0305,-2.5585
0.273,-0.0865,-0.229,-2.634
0.274,-0.259,1.1145,-3.1525
0.275,0.065,1.206,-2.5695
0.276,0.8745,1.023,-2.364
0.277,1.0255,0.748,-2.6665
0.278,0.7125,0.6105,-2.483
0.279,-0.4425,0.397,-1.911
0.28,-0.41,0.519,-1.6195
0.281,0.4535,0.3055,-1.7705
0.282,0.594,0.0305,-1.954
0.283,0.4425,0.1985,-2.4075
0.284,0.734,0.397,-2.6555
0.285,0.097,0.855,-3.1415
0.286,0.1725,1.0685,-3.1525
0.287,0.2375,0.4885,-2.6775
0.288,0,1.0685,-2.267
0.289,0.367,1.664,-2.2885
0.29,0.594,1.817,-3.1415
0.291,0.378,1.42,-3.2495
0.292,0.054,0.8395,-2.5155
0.293,-0.0325,0.8395,-2.1485
0.294,-0.2805,1.4505,-2.742
0.295,-0.1405,1.6945,-2.947
0.296,0.799,1.1145,-2.915
0.297,0.583,1.13,-2.785
0.298,-0.0325,0.5955,-1.479
0.299,-0.27,0.565,-1.155
0.3,-0.7125,0.87,-1.7705
0.301,-0.0215,1.649,-2.785
0.302,0.7235,2.061,-2.5585
0.303,0.41,0.962,-2.2025
0.304,-0.3885,1.313,-1.749
0.305,-0.594,1.252,-1.803
0.306,-0.1835,1.481,-1.911
0.307,0.065,1.2975,-2.5045
0.308,0.108,1.3435,-2.44
0.309,0.68,1.206,-1.8245
0.31,0.216,0.962,-1.7705
0.311,0.065,1.1145,-2.634
0.312,0.529,0.916,-3.0335
0.313,0.475,1.435,-3.39
0.314,0.162,2.7175,-2.9905
0.315,0.3025,2.794,-2.116
0.316,0.7555,2.107,-1.965
0.317,0.378,1.6945,-2.2345
0.318,-0.151,1.252,-2.6125
0.319,-0.108,1.481,-2.4615
0.32,-0.3345,2.412,-2.6015
0.321,-0.1295,2.0305,-2.6125
0.322,0.259,1.145,-2.3965
0.323,0.421,0.9465,-2.796
0.324,0.108,2.4885,-2.2455
0.325,-0.1405,3.435,-2.019
0.326,-0.3455,2.687,-1.965
0.327,-0.2915,1.5115,-2.688
0.328,0.464,1.8625,-2.6015
0.329,0.9825,2.0305,-2.3425
0.33,1.209,1.496,-2.159
0.331,0.1945,1.6795,-2.4615
0.332,-0.119,1.9845,-2.386
0.333,-0.0865,1.6795,-2.85
0.334,-0.691,1.603,-2.5045
0.335,-0.3025,1.7555,-1.684
0.336,0.7555,1.42,-1.576
0.337,0.7555,1.328,-1.274
0.338,0.9825,1.374,-1.8245
0.339,0.7235,1.1755,-2.1485
0.34,0.4425,1.6335,-1.889
0.341,0.6155,1.8015,-1.5655
0.342,0.5615,1.2215,-1.9
0.343,-0.0755,1.42,-1.803
0.344,-0.475,1.2975,-2.224
0.345,-0.5075,1.5575,-2.062
0.346,-0.0325,1.3435,-2.1915
0.347,0.324,0.8245,-2.051
0.348,0.4425,1.1145,-2.7315
0.349,0.3455,1.038,-2.224
0.35,-0.475,1.2825,-1.641
0.351,-0.3345,2.3665,-1.63
0.352,0.475,2.7635,-1.857
0.353,1.015,1.939,-2.2025
0.354,0.8205,1.1145,-1.684
0.355,0,0.7785,-2.7205
0.356,-0.3995,0.977,-2.6235
0.357,0.367,1.42,-2.051
0.358,0.842,1.7865,-1.468
0.359,0.9285,1.878,-1.5975
0.36,0.475,1.588,-2.051
0.361,0.324,1.3895,-1.965
0.362,0.27,1.1605,-1.7165
0.363,0.5505,1.0075,-1.6735
0.364,1.1445,0.7175,-2.1805
0.365,0.7555,0.626,-1.7055
0.366,0.3455,0.3055,-1.7275
0.367,0.799,0.4885,-1.749
0.368,0.108,1.2825,-2.332
0.369,0.054,1.496,-2.2345
0.37,1.0365,1.374,-2.1805
0.371,0.939,1.084,-2.386
0.372,0.745,1.0075,-2.537
0.373,0.216,0.458,-1.5115
0.374,-0.3995,0.2445,-1.414
0.375,-0.1405,0.6105,-2.3425
0.376,0.529,0.7025,-3.444
0.377,0.572,0.794,-2.6235
0.378,1.36,0.5955,-1.6195
0.379,1.1445,0.626,-1.943
0.38,0.421,0.7785,-1.9755
0.381,0.626,0.9925,-1.7705
0.382,0.745,1.038,-1.803
0.383,1.22,0.3815,-2.1485
0.384,0.2915,0.412,-2.9905
0.385,-0.324,0.3205,-3.3465
0.386,-0.594,0.1985,-2.969
0.387,0.2375,0.3205,-2.31
0.388,0.7015,0.458,-2.429
0.389,0.5075,0.5955,-2.753
0.39,1.101,-0.3205,-2.2885
0.391,1.943,-0.229,-1.684
0.392,1.3925,-0.046,-1.7165
0.393,0.6585,0.8395,-2.6235
0.394,0.8205,0.901,-2.958
0.395,1.015,1.0535,-2.6555
0.396,0.6045,1.252,-2.483
0.397,0.961,1.435,-2.6665
0.398,1.112,0.794,-2.3425
0.399,0.7775,-0.0765,-2.332
0.4,0.54,0.183,-2.051
0.401,0.6585,0.2595,-2.1485
0.402,1.3065,0.168,-2.17
0.403,1.846,0.0305,-2.386
0.404,0.41,0.672,-2.958
0.405,-0.043,1.4505,-3.476
0.406,1.36,0.8855,-1.8785
0.407,2.2345,-0.2445,-2.17
0.408,1.22,0.1375,-2.2565
0.409,-0.011,0.9315,-1.7165
0.41,0.0215,0.962,-1.857
0.411,-0.0755,1.2825,-2.688
0.412,-0.119,0.733,-3.3575
0.413,0.4965,-0.122,-2.2885
0.414,0.95,-0.183,-2.008
0.415,0.583,0.3055,-2.224
0.416,0.065,0.504,-2.3965
0.417,0.324,0.9925,-2.785
0.418,0.3995,0.7025,-2.429
0.419,0.119,0.397,-2.4075
0.42,-0.432,0.0305,-2.375
0.421,0.054,-0.168,-3.1415
0.422,0.065,0.046,-3.8215
0.423,0.2265,0.0915,-3.2495
0.424,0.594,0.1375,-2.2995
0.425,0.464,0.6105,-2.58
0.426,0.27,0.4275,-2.0405
0.427,-0.1725,0.7635,-2.915
0.428,-0.1835,0.122,-3.0335
0.429,-0.0215,-0.107,-2.267
0.43,-0.2375,0.8395,-2.85
0.431,-0.0215,1.023,-3.6275
0.432,0,1.023,-2.9795
0.433,0.259,0.3205,-1.9215
0.434,-0.108,-0.0915,-1.49
0.435,0.6045,0.183,-1.684
0.436,0.896,0.351,-2.1915
0.437,0.4425,0.229,-2.1265
0.438,-0.2485,0.397,-2.6235
0.439,-0.3345,0.29,-2.364
0.44,0.0325,0.687,-2.7315
0.441,0.2915,0.58,-2.2565
0.442,0.4425,0.4885,-1.3495
0.443,0.151,0.1985,-1.36
0.444,0.205,-0.0305,-2.062
0.445,-0.097,0.1525,-2.839
0.446,0.626,-0.1525,-2.3535
0.447,0.594,-0.3055,-1.846
0.448,0.119,-0.0915,-1.954
0.449,-0.1835,-0.2135,-1.803
0.45,0.2805,0.3205,-1.49
0.451,1.112,-0.0915,-2.2995
0.452,1.101,-0.061,-2.6775
0.453,0.3565,0.122,-2.0405
0.454,0.1725,0.2445,-1.9
0.455,0.216,0.7175,-2.0725
0.456,-0.1295,0.397,-2.483
0.457,-0.1405,0.504,-2.1485
0.458,-0.162,0.6565,-1.954
0.459,0.216,0.672,-2.267
0.46,0.7125,1.2215,-2.31
0.461,0.691,1.542,-2.3965
0.462,0.6045,1.4045,-2.0725
0.463,0.324,0.3055,-2.116
0.464,-0.432,0.3665,-1.857
0.465,-0.7125,0.1375,-2.116
0.466,-0.011,0.1525,-2.796
0.467,0.518,0.336,-3.109
0.468,0.7015,0.5495,-2.6235
0.469,0.7665,1.252,-1.954
0.47,0.9285,1.4655,-1.533
0.471,1.0795,1.206,-3.001
0.472,0.6475,1.1755,-3.174
0.473,0.2265,0.916,-2.7315
0.474,0.011,0.412,-2.062
0.475,-0.065,0.351,-2.116
0.476,-0.2805,0.8245,-2.6555
0.477,0.4965,0.7785,-2.5695
0.478,0.8745,1.038,-2.2565
0.479,0.788,0.7785,-2.4075
0.48,0.572,0.5495,-1.9755
0.481,-0.108,0.7785,-2.526
0.482,0.108,1.4045,-2.85
0.483,0.1295,1.2215,-2.7635
0.484,0.4425,0.5345,-2.839
0.485,0.0865,0.626,-2.2885
0.486,-0.6045,1.3895,-2.5695
0.487,-0.4535,1.2365,-1.9865
0.488,0.1405,0.8855,-2.213
0.489,0.4965,0.6565,-2.3965
0.49,-0.0755,0.7175,-1.9325
0.491,0.2265,1.206,-1.8245
0.492,0.3995,0.9315,-2.062
0.493,0.3885,0.977,-2.3535
0.494,0.41,1.8475,-1.965
0.495,0.065,2.0765,-2.742
0.496,-0.8095,2.122,-2.7315
0.497,-1.0255,1.8625,-2.6235
0.498,-0.7775,1.71,-1.576
0.499,0.0865,1.2365,-1.274
0.5,0.486,2.0155,-1.803
0.501,0.205,1.8625,-1.9755
0.502,0.2375,1.496,-2.2025
0.503,0.4535,1.7555,-2.008
0.504,0.2265,1.893,-2.537
0.505,0.043,1.817,-2.159
0.506,0.367,1.817,-1.49
0.507,0.432,1.878,-1.576
0.508,-0.5615,2.412,-2.7205
0.509,-0.734,1.9085,-2.267
0.51,-0.3025,2.458,-1.8135
0.511,0.0865,2.5345,-2.9365
0.512,-0.216,1.954,-3.066
0.513,-0.6475,1.893,-3.0445
0.514,-0.572,2.4275,-3.0985
0.515,-1.058,2.626,-2.785
0.516,-1.3065,2.3665,-2.1265
0.517,-1.0255,2.5345,-2.3425
0.518,-0.421,2.626,-2.645
0.519,-0.6585,2.2135,-2.5585
0.52,-0.518,3.038,-2.3535
0.521,-0.324,3.145,-1.9865
0.522,-0.7775,2.8245,-2.159
0.523,-0.8745,2.122,-2.472
0.524,-0.745,2.58,-2.537
0.525,-0.993,3.3435,-1.8785
0.526,-0.54,3.038,-1.857
0.527,-0.432,2.2595,-2.5695
0.528,-0.3885,2.107,-2.44
0.529,-0.853,3.3435,-2.2565
0.53,-1.069,3.359,-2.688
0.531,-1.0905,2.1375,-2.7095
0.532,-0.8635,2.4885,-2.8715
0.533,-0.7235,3.5725,-3.379
0.534,-1.2955,3.42,-3.0445
0.535,-1.5005,4.1525,-2.7745
0.536,-0.939,3.2365,-2.5155
0.537,-0.68,2.0155,-2.2345
0.538,-0.8095,2.748,-2.6665
0.539,-1.1335,3.8625,-2.9255
0.54,-0.9175,4.1375,-2.58
0.541,-1.2955,4.2135,-2.0725
0.542,-1.371,4,-2.0405
0.543,-1.522,3.4655,-2.0835
0.544,-2.224,3.6945,-2.5045
0.545,-1.63,3.6335,-3.055
0.546,-1.004,3.2215,-2.537
0.547,-1.436,3.145,-3.336
0.548,-1.425,3.2365,-2.958
0.549,-1.425,3.359,-2.5045
0.55,-1.8785,3.481,-1.965
0.551,-2.0725,3.664,-2.915
0.552,-2.0945,3.893,-3.368
0.553,-1.6735,4.641,-3.0985
0.554,-1.36,4.672,-2.699
0.555,-1.8245,4.168,-2.796
0.556,-2.5585,4.2135,-3.012
0.557,-2.5155,4.183,-2.213
0.558,-1.9215,4.504,-2.224
0.559,-1.2845,4.0915,-2.7095
0.56,-1.0905,4.046,-2.969
0.561,-1.166,4.2445,-3.26
0.562,-1.479,4.672,-3.444
0.563,-0.9825,4.061,-3.1415
0.564,-1.63,3.8475,-3.1415
0.565,-1.7705,4.87,-2.375
0.566,-1.7705,4.977,-2.116
0.567,-1.4575,4.855,-2.7315
0.568,-1.36,4.9315,-3.1525
0.569,-1.7815,5.588,-3.595
0.57,-2.4075,6.2135,-3.379
0.571,-2.364,6.1525,-2.494
0.572,-2.0295,6.3665,-1.965
0.573,-1.533,6.229,-2.375
0.574,-1.3495,6.351,-2.8175
0.575,-1.371,6.7175,-3.0765
0.576,-0.788,6.5345,-2.7745
0.577,-0.8315,7.8625,-2.861
0.578,-0.691,8.3205,-2.44
0.579,-1.0255,8.0155,-2.861
0.58,-1.1765,8.107,-3.012
0.581,-1.22,8.397,-2.839
0.582,-1.3065,9.5115,-3.271
0.583,-1.3925,9.6945,-2.904
0.584,-1.5005,9.359,-3.012
0.585,-1.1875,9.6185,-2.6125
0.586,-1.2305,10.1985,-1.8135
0.587,-1.4465,11.038,-1.425
0.588,-1.2305,11.4505,-1.4035
0.589,-1.2955,11.878,-2.0725
0.59,-1.155,11.7865,-2.1265
0.591,-0.9715,12.2135,-0.842
0.592,-0.842,13.0075,-0.1295
0.593,-0.7775,14.168,-0.108
0.594,-1.2525,14.962,-0.518
0.595,-1.479,15.038,-0.529
0.596,-0.6585,15.023,-0.8745
0.597,0.043,15.5265,-1.0795
0.598,-0.54,16,-0.691
0.599,-0.3885,16.458,0.583
0.6,-0.367,17.1145,0.41
0.601,-1.047,17.71,0.378
0.602,-0.896,18.1985,0.7015
0.603,-0.5505,18.7025,0.961
0.604,0.119,19.0685,1.2845
0.605,0.3455,19.939,0.691
0.606,-0.475,20.275,0.4965
0.607,-1.0795,21.252,0.7125
0.608,-0.475,21.771,1.49
0.609,-1.0365,22.122,1.425
0.61,-0.95,22.977,1.1445
0.611,-0.572,23.9845,0.961
0.612,-0.475,24.809,1.4035
0.613,-0.41,24.7175,1.9
0.614,0.313,24.351,2.753
0.615,0.464,24.916,3.0765
0.616,0.1405,25.374,3.487
0.617,-0.5505,25.939,2.688
0.618,-0.594,26.962,2.429
0.619,-0.9175,27.9235,2.5155
0.62,-1.328,28.5345,2.364
0.621,-0.68,28.7635,2.839
0.622,-0.464,28.962,2.472
0.623,0.1295,29.664,1.9865
0.624,-0.464,31.832,2.2565
0.625,-0.637,32.229,3.0985
0.626,-1.015,31.13,3.325
0.627,-1.047,31.2365,3.1415
0.628,-0.6585,33.435,2.8825
0.629,-0.8315,34.702,3.0985
0.63,-1.317,34.168,3.2385
0.631,-1.4575,34.076,2.688
0.632,-1.1335,34.336,3.2065
0.633,-1.1335,34.534,3.3575
0.634,-1.2305,34.809,3.325
0.635,-0.5075,35.343,3.4005
0.636,-1.047,36.03,3.1415
0.637,-1.522,36.427,3.422
0.638,-0.7235,38.305,2.839
0.639,-0.41,38.794,2.8285
0.64,-0.583,39.145,3.066
0.641,-0.41,39.71,3.3035
0.642,-0.8635,39.893,3.865
0.643,-1.0905,40.305,3.5085
0.644,-1.1335,40.549,2.7315
0.645,-1.047,40.962,3.12
0.646,-0.7125,41.878,3.325
0.647,-0.939,42.198,3.1845
0.648,-1.274,42.717,3.6275
0.649,-0.9715,44.046,3.757
0.65,-0.734,44.748,3.2385
0.651,-0.6585,45.145,3.228
0.652,-0.378,45.313,3.487
0.653,-0.6475,45.771,3.8215
0.654,-0.572,46.275,3.0765
0.655,-0.885,46.748,3.066
0.656,-0.7015,47.893,2.9255
0.657,-0.7125,48.946,1.641
0.658,-0.691,49.557,1.468
0.659,-0.5505,49.496,2.8175
0.66,-0.5615,49.649,3.368
0.661,0.2375,50.702,3.4545
0.662,0.0865,51.801,2.958
0.663,-0.961,51.817,2.9255
0.664,-0.799,52.183,3.3465
0.665,-0.4965,52.748,3.6055
0.666,-0.119,53.252,3.1415
0.667,-0.4425,54.198,2.947
0.668,-0.313,54.656,3.422
0.669,-0.27,55.175,2.7315
0.67,-0.065,55.786,2.915
0.671,0.3995,55.725,3.163
0.672,-0.1835,56.076,3.12
0.673,-0.486,57.618,3.5735
0.674,-0.205,58.488,3.0985
0.675,0.4535,59.16,2.9365
0.676,1.069,59.023,3.228
0.677,0.594,60.412,2.947
0.678,0.3345,60.839,2.8825
0.679,-0.1945,61.481,3.0225
0.68,-0.108,62.992,3.368
0.681,-0.108,63.633,3.0875
0.682,0.2265,63.801,2.839
0.683,0.907,65.191,3.0875
0.684,1.2955,65.664,2.915
0.685,1.1765,65.511,2.5155
0.686,1.047,66.442,2.278
0.687,1.576,67.052,2.5045
0.688,2.0405,67.632,2.4075
0.689,1.9865,68.778,2.85
0.69,1.5975,69.526,2.915
0.691,1.263,70.152,2.2995
0.692,1.63,71.084,2.0835
0.693,2.1485,72.336,2.4075
0.694,2.0725,73.038,2.2885
0.695,1.6625,73.052,3.066
0.696,1.738,73.724,3.7675
0.697,2.062,74.046,4.2425
0.698,2.0725,74.9,4.318
0.699,1.7275,76.09,3.26
0.7,2.062,76.762,3.2065
0.701,1.4575,77.022,3.271
0.702,1.695,78.258,2.7315
0.703,2.2565,79.434,2.4075
0.704,2.796,79.694,2.645
0.705,2.5045,80.106,3.0445
0.706,3.0445,81.206,3.1525
0.707,2.893,81.938,3.8
0.708,2.332,82.824,3.541
0.709,2.224,83.328,4.0805
0.71,2.3965,84.426,3.0875
0.711,2.386,84.854,2.796
0.712,2.7315,85.038,3.0765
0.713,3.0765,85.588,2.429
0.714,3.325,86.076,2.224
0.715,3.282,86.946,2.0725
0.716,2.904,87.496,1.846
0.717,2.958,87.786,1.7055
0.718,3.4115,88.32,1.641
0.719,2.958,90.122,2.4615
0.72,2.5155,90.962,2.7315
0.721,3.336,91.754,1.6735
0.722,3.422,92.38,2.062
0.723,3.6055,92.396,1.7705
0.724,4.3615,92.274,1.576
0.725,4.534,92.702,1.3385
0.726,4.124,93.556,1.382
0.727,3.4975,94.686,1.576
0.728,3.6055,95.45,1.3385
0.729,3.595,95.678,0.961
0.73,3.6165,95.694,0.961
0.731,4.5235,96.258,1.3065
0.732,4.437,97.526,1.2845
0.733,4.1025,97.77,1.5545
0.734,4.4695,97.694,0.9285
0.735,4.588,97.786,1.522
0.736,4.394,99.174,1.2845
0.737,4.815,100.274,0.7775
0.738,5.603,100.534,0.0325
0.739,5.4085,100.38,1.2845
0.74,5.4195,100.884,1.7055
0.741,5.808,101.754,1.2525
