Index,trialType,trial Number,Dist,trialTypeInd
1,WiaSL ECL With Sound,1,NULL,5
2,WiaSL ECL With Sound,9,NULL,5
3,WiaSL ECL With Sound,10,NULL,5
4,WiaSL ECL With Sound,22,NULL,5
5,WiaSL ECL With Sound,32,NULL,5
1,WiaSL ECL No Sound,13,NULL,6
2,WiaSL ECL No Sound,16,NULL,6
3,WiaSL ECL No Sound,25,NULL,6
4,WiaSL ECL No Sound,29,NULL,6
5,WiaSL ECL No Sound,31,NULL,6
