Index,trialType,trial Number,Dist,trialTypeInd
1,WiaSL ECL With Sound,7,NULL,5
2,WiaSL ECL With Sound,15,NULL,5
3,WiaSL ECL With Sound,30,NULL,5
4,WiaSL ECL With Sound,34,NULL,5
5,WiaSL ECL With Sound,35,NULL,5
1,WiaSL ECL No Sound,0,NULL,6
2,WiaSL ECL No Sound,20,NULL,6
3,WiaSL ECL No Sound,31,NULL,6
4,WiaSL ECL No Sound,33,NULL,6
5,WiaSL ECL No Sound,36,NULL,6
