Index,trialType,trial Number,Dist,trialTypeInd
1,WiaSL ECL With Sound,4,NULL,5
2,WiaSL ECL With Sound,5,NULL,5
3,WiaSL ECL With Sound,17,NULL,5
4,WiaSL ECL With Sound,18,NULL,5
5,WiaSL ECL With Sound,27,NULL,5
1,WiaSL ECL No Sound,1,NULL,6
2,WiaSL ECL No Sound,2,NULL,6
3,WiaSL ECL No Sound,16,NULL,6
4,WiaSL ECL No Sound,21,NULL,6
5,WiaSL ECL No Sound,32,NULL,6
