"With sound","Without sound"
"6.467517011800588","7.129910155545315"
"5.061032511468291","5.532322922492666"
"5.520622544649232","4.12067740362105"
"2.619397302714854","2.54480592857114"
"4.2532768623193045","3.0899608734014015"
"3.5201067632677043","4.781432783204094"
"2.624481797621789","2.658988968671818"
"3.6032587386702746","3.7522438442071597"
"3.693259773463106","3.615156566026785"
"4.786964894668886","5.193159207721795"
"4.0300718354239295","4.617347113294271"
"3.5672141095948193","4.087151540030185"
"3.615296435615773","3.7240454786912354"
"3.741048415043173","4.66813121158002"
"4.830406344347886","5.888696171567904"
"4.264094919712847","4.439932961777881"
"6.689108721966797","7.189639032195982"
"5.342752243986132","3.665390069026747"
"5.16507376995393","4.745570926218139"
"4.345723055533982","3.8485942384740652"
"6.2218752301754074","5.292759839982713"
"4.077995537667697","6.1588546202561005"
"3.420774482039673","3.431888474620203"
"4.993046746569663","4.728057183032563"
"2.8775553304394403","2.938877365100277"
"3.3873581765582235","3.2372869458743017"
"4.688355982668914","4.985399321865613"
"3.6037044424403413","3.5488545200673682"
"3.7426826778253663","3.4001371139710486"
