"With sound","Without sound"
"6.652590639859599","6.80849896514005"
"4.221713230973924","4.922346846129901"
"5.165280498256652","5.194754767121661"
"2.9624901932035876","2.491061286663702"
"4.2906677727746345","4.270719575865039"
"6.057098142050215","6.840578902778553"
"5.566534319414123","3.2193837976153956"
"5.5666522948726165","4.665664558757654"
"7.036918720472047","7.5632088887462725"
"7.175874456581221","6.893516095632757"
"6.859163600302173","6.9391246743361386"
"6.522938175678928","6.9643556145159184"
"4.418376703451688","4.440450494348989"
"4.627216957377944","4.418955520184181"
"6.374091027973892","7.113297308247916"
"5.453393267501417","5.007924625630796"
"9.88998315132708","8.306030429929688"
"6.353300710588367","6.760658529859954"
"11.289889330018296","5.993877849516785"
"5.079187749669667","5.724897316683949"
"6.594680984251485","9.40531078076396"
"5.656908172506604","6.442310745658503"
"4.242109945794509","3.792194143391663"
"5.796555392943892","5.321233677988439"
"3.316721388610594","3.327699325600281"
"4.606398758212332","5.326879928660281"
"7.406728827055798","7.173077932238423"
"4.044177542350317","4.4223859699739005"
"4.269214732878297","4.25108386543814"
