"With sound","Without sound"
"7.507392926807513","8.228755534688238"
"6.291919555790025","5.744062539564045"
"6.675643574200692","6.915565634389399"
"5.538664367121089","5.288205645865772"
"4.532773596866695","4.9295909778345814"
"3.7031749710310056","3.584434499352383"
"4.778852976225486","4.180311967679245"
"6.903883471154439","7.328360228831935"
"5.156863791815395","5.0343865755031265"
"10.844458745380711","8.841057833023193"
"6.5701967587728864","6.309026662764972"
"4.784621027135615","4.456572932204385"
"4.15320843469442","4.523068113423408"
"7.435079909575827","7.491732242225584"
"6.106581209478318","5.534160280514198"
"2.881562450621533","3.2904251557484767"
"4.939439636844792","5.980111460124309"
"4.04252425571135","3.487938710780691"
"3.07940015556191","4.206655383906802"
"4.643247145683756","5.253242726879644"
"5.039201417554793","5.5526866091580755"
"4.135463122369693","4.646215296776134"
