"With sound","Without sound"
"11.126064515602312","10.476494568335777"
"6.604894565220637","7.099788503978331"
"13.074604667600292","13.697303947172339"
"6.770497884645559","5.597088116810092"
"5.655161213103462","7.774341137438121"
"4.888013379323652","5.778048077981192"
"13.317446362293428","7.756014056316042"
"15.388927138486178","10.295822646848666"
"19.91215631582738","21.49793112484689"
"16.76605804180899","19.23623025759398"
"28.04845523909011","22.470018738407042"
"18.873647450768356","18.82687034923306"
"13.105427272392793","22.348825227500036"
"20.13087972260435","17.456015423411298"
"23.356085970930643","18.16709809524171"
"18.541393389668155","22.37132800297292"
"20.432927110679998","16.051612431915217"
"17.648032559309165","17.772482772200668"
"22.45728802332551","19.10688644652262"
"19.52186823005506","21.83862412874029"
"14.912216368937141","24.301269593495867"
"21.59388117621564","29.75283708961539"
"22.430600078933615","19.744940812793565"
"15.986972755319721","13.184410957250781"
"12.58142640249784","20.83911975284862"
"24.257651320969817","16.219822991709243"
"22.764184123354518","18.625232687108348"
"13.595614692288615","17.936208501339607"
"17.310494602381194","23.752809054431033"
