"With sound","Without sound"
"20.629398963927727","24.777176827175207"
"18.168489668557537","14.226477711528476"
"12.985056509406691","13.806525909823998"
"15.728997253613889","13.054010782427277"
"9.683781324379447","9.950096506982918"
"11.504688450877223","12.777025572345586"
"16.547425874382498","11.357589915480553"
"15.850555235633037","17.893145503147817"
"16.56495606440384","12.831256458889506"
"19.99677777024268","13.727319700687374"
"12.824766647943845","14.49025369954498"
"18.485555337548284","19.34159684934001"
"11.196457628347831","11.064965628110023"
"16.786281513878084","14.615274350452367"
"14.882355982089587","17.721977490059427"
"16.249690102116503","19.45984590761591"
"12.79615076785346","16.059603509440517"
"10.283912639952788","9.787732918007759"
"10.270318781127022","10.020632557347023"
"10.989899552160026","13.34924801543184"
"11.792978712048239","17.988691410019893"
"16.03464158541138","17.6785818645578"
