"trial_type"
"12.0"
"12.0"
"8.0"
"10.0"
"11.0"
"14.0"
"9.0"
"6.0"
"7.0"
"6.0"
"6.0"
"5.0"
"8.0"
"5.0"
"11.0"
"9.0"
"9.0"
"11.0"
"5.0"
"7.0"
"8.0"
"6.0"
"13.0"
"10.0"
"10.0"
"14.0"
"14.0"
"13.0"
"13.0"
"6.0"
"7.0"
"5.0"
"12.0"
"5.0"
"1.0"
"2.0"
