Index,trialType,trial Number,Dist,trialTypeInd
1,WiaSL ECL With Sound,2,NULL,5
2,WiaSL ECL With Sound,8,NULL,5
3,WiaSL ECL With Sound,11,NULL,5
4,WiaSL ECL With Sound,13,NULL,5
5,WiaSL ECL With Sound,19,NULL,5
1,WiaSL ECL No Sound,1,NULL,6
2,WiaSL ECL No Sound,10,NULL,6
3,WiaSL ECL No Sound,34,NULL,6
4,WiaSL ECL No Sound,38,NULL,6
5,WiaSL ECL No Sound,39,NULL,6
