"Trial Number","Trial File Number","Trial Indexes","Trial Type","Freq Sin Values","Time Vec","Volume Left Vec","yy","Pitch gy","Yaw gz","Roll gx","y axis Left-Right","z axis Up-Down","x axis Forward-Backward"
"1","0","104","10.0","395.0","4.974898338317871","0.48","857.0","4.383","-1.4045","0.064","0.005","0.08078125","0.005"
"1","0","105","10.0","395.0","4.992313385009766","0.48","860.0","4.5235","-1.19075","-1.263","0.005","0.0819921875","0.005"
"2","1","10","8.0","394.0","17.658857345581055","0.48","3042.0","1.67875","-1.80925","-1.0255","0.005","0.0825390625","0.005"
"2","1","11","8.0","394.0","17.670467376708984","0.48","3044.0","1.9215","-1.5725","-1.024","0.005","0.0810546875","0.005"
"2","1","12","8.0","394.0","17.68788242340088","0.48","3047.0","2.0025","-1.6795","-1.7165","0.005","0.081171875","0.005"
"2","1","13","8.0","394.0","17.792372703552246","0.48","3065.0","1.9755","-1.44275","-0.37775","0.008115234375","0.0812890625","0.007509765625"
"2","1","14","8.0","394.0","17.80978775024414","0.48","3068.0","4.653","-1.855","-0.256","0.008056640625","0.0826171875","0.005"
"2","1","15","8.0","394.0","17.914278030395508","0.48","3086.0","1.9","-1.38925","-0.256","0.005","0.081015625","0.005"
"2","1","16","8.0","394.0","17.931693077087402","0.48","3089.0","4.642","-1.6795","-0.4535","0.008173828125","0.0825390625","0.005"
"2","1","17","8.0","394.0","17.949108123779297","0.48","3092.0","1.83525","-1.67175","-0.4535","0.008544921875","0.03994140625","0.007646484375"
"2","1","18","8.0","394.0","18.03618335723877","0.48","3107.0","1.506","-1.44275","0.064","0.005","0.0810546875","0.007548828125"
"2","1","19","8.0","395.0","18.0477933883667","0.48","3109.0","1.024","-1.41225","-0.064","0.007724609375","0.08193359375","0.005"
"2","1","20","8.0","395.0","18.053598403930664","0.48","3110.0","1.38175","-1.145","-0.30225","0.008095703125","0.0818359375","0.005"
"2","1","21","8.0","395.0","18.07101345062256","0.48","3113.0","5.3005","-1.297625","-1.3925","0.007939453125","0.081640625","0.007548828125"
"2","1","22","8.0","394.0","18.15808868408203","0.48","3128.0","4.4045","-1.35875","-0.46425","0.005","0.0819921875","0.005"
"2","1","23","8.0","394.0","18.175503730773926","0.48","3131.0","4.372","-1.588","-0.5075","0.008173828125","0.08205078125","0.005"
"3","1","274","9.0","395.0","29.199228286743164","0.48","5030.0","1.5275","-1.21375","-0.2915","0.005","0.081796875","0.005"
"3","1","275","9.0","395.0","29.21664333343506","0.48","5033.0","1.94625","-1.15275","-0.38325","0.005","0.039609375","0.005"
"3","1","276","9.0","395.0","29.321133613586426","0.48","5051.0","4.113","-1.29","0.40475","0.005","0.080859375","0.005"
"4","2","254","6.0","394.0","45.60420227050781","0.48","7856.0","1.9595","-1.72525","-1.411","0.005","0.0809375","0.005"
"4","2","255","6.0","394.0","45.70869255065918","0.48","7874.0","1.092","-1.38925","-0.3455","0.007900390625","0.0818359375","0.005"
"4","2","256","6.0","394.0","45.726107597351074","0.48","7877.0","1.68875","-1.229","-1.8245","0.008486328125","0.0815234375","0.005"
"4","2","257","6.0","394.0","45.74352264404297","0.48","7880.0","4.804","-1.5495","-1.6515","0.008427734375","0.0807421875","0.007666015625"
"4","2","258","6.0","394.0","45.848012924194336","0.48","7898.0","2.01325","-1.67175","-0.313","0.005","0.081796875","0.005"
"4","2","259","6.0","394.0","45.86542797088623","0.48","7901.0","1.68875","-1.7175","-1.7595","0.005","0.081796875","0.005"
"4","2","260","6.0","395.0","45.9699182510376","0.48","7919.0","1.092","-1.78625","-0.064","0.008056640625","0.080703125","0.005"
"4","2","261","6.0","394.0","45.98733329772949","0.48","7922.0","4.5015","-1.53425","-1.0255","0.008017578125","0.0812890625","0.005"
"4","2","262","6.0","394.0","46.00474834442139","0.47","7925.0","4.71075","-1.855","-0.064","0.007919921875","0.0808984375","0.005"
"4","2","263","6.0","394.0","46.09182357788086","0.47","7940.0","4.71075","-1.855","-0.064","0.007919921875","0.0808984375","0.005"
